시군구코드,업종코드,년도,업소일련번호,업종명,허가신고일,업소명,소재지도로명,소재지지번,영업장면적(㎡),소재지전화번호,영업자시작일,법인명,소재지시작일,행정동명,폐업일자,폐업구분,폐업사유,업태명,지상_부터,지상_까지,지하_부터,지하_까지,총층수,교육수료일자,모범음식점여부,급수시설,업소위치,종업원남,종업원여,급식소종류,평균급식인원수,최대급식인원수,1일급식인원수,일인당평균급식비,운영형태,영업장조리장면적(㎡),영업장객실면적(㎡),영업장무도장면적(㎡),영업장기타면적(㎡),업소내화장실면적(㎡),타업소공동화장실면적(㎡),영업장탈의실면적(㎡),영업장객석면적(㎡),작업장면적(㎡),검사실면적(㎡),진열(판매)대면적(㎡),창고(보관소)면적(㎡),허가(신고)번호,참고사항,조건부허가시작일,조건부허가종료일,조건부허가신고사유,신고조건,내외국인구분,국적
cgg_code,snt_cob_code,yy,upso_sno,snt_cob_nm,perm_nt_ymd,upso_nm,site_addr_rd,site_addr,trdp_area,upso_site_telno,bman_stdt,bup_nm,site_stdt,admdng_nm,dcb_ymd,dcb_gbn_nm,dcb_why,snt_uptae_nm,bdng_jisg_flr_num,bdng_jisg_flr_num2,bdng_under_flr_num,bdng_under_flr_num2,bdng_tot_flr_num,ed_fin_ymd,ge_eh_yn,grade_facil_gbn,site_loc_gbn,eip_man,eip_woman,ptsof_sort,ordtm_ptsof_avg,ordtm_ptsof_max,one_ptsof_stf,avg_food_amt,mng_gbn,trdp_area_jorijang,trdp_area_room,trdp_area_dance,trdp_area_etc,toil_area_upso,toil_etc_area_upso,trdp_area_dress_room,trdp_area_guest_seat,area_wrk,area_isp,trdp_disp_sil_ar,trdp_ware_depo_ar,perm_nt_no,rfn_item,cn_perm_stdt,cn_perm_enddt,cn_perm_nt_sayu,perm_nt_cn,kor_frgnr_gbn,ntn
3190000,102,2002,00004,유흥주점영업,20020605,시바스,서울특별시 동작구 노량진로8길 33, (노량진동),서울특별시 동작구 노량진동  35번지 1호  ,,  02 8247884  ,20151013,,20020605,노량진제2동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,5.06,19.92,,3.82,1.32,,4.75,11.22,,,,,3190000-102-2002-00004,,,,,,내국인,대한민국
3190000,102,1999,07216,유흥주점영업,19990604,센스,서울특별시 동작구 노량진로8길 35, 지하1층 (노량진동),서울특별시 동작구 노량진동  36번지 5호  지하1층,93.33,  02 8262299  ,20150320,,19990604,노량진제1동,,,,간이주점,0,0,1,1,4,,비대상,상수도전용,지하,0,3,,,,,,,7.56,58.30,0.00,20.75,0.00,0.00,6.72,0.00,0.00,0.00,,,3190000-102-1999-07216,,,,,,내국인,대한민국
3190000,102,2000,07863,유흥주점영업,20000822,유토피아,서울특별시 동작구 노량진로 148-3, (노량진동),서울특별시 동작구 노량진동  72번지 3호  ,92.22,  0208129640  ,20040720,,20000822,노량진제1동,,,,룸살롱,,,,,,20070330,비대상,,지하,,,,,,,,,7.48,40.98,0.00,43.76,0.00,0.00,0.00,0.00,0.00,0.00,,,3190000-102-2000-07863,,,,,,내국인,
3190000,102,2001,08243,유흥주점영업,20010615,세시봉7080,서울특별시 동작구 노량진로 86-1, 지하층 (노량진동),서울특별시 동작구 노량진동  29번지 6호  ,,,20180411,,20010615,노량진제1동,,,,룸살롱,0,0,1,1,4,,비대상,상수도전용,지하,0,0,,,,,,,4.80,45.58,,,2.00,,4.00,42.72,0.00,0.00,,,3190000-102-2001-08243,,,,,,내국인,대한민국
3190000,102,2001,08243,유흥주점영업,20010615,세시봉7080,서울특별시 동작구 노량진로 86-1, 지하층 (노량진동),서울특별시 동작구 노량진동  29번지 6호  ,,,20151124,,20010615,노량진제1동,,,,룸살롱,0,0,1,1,4,,비대상,상수도전용,지하,0,0,,,,,,,4.80,45.58,,,2.00,,4.00,42.72,0.00,0.00,,,3190000-102-2001-08243,,,,,,내국인,대한민국
3190000,102,2010,00001,유흥주점영업,20100618,쿨노래주점,서울특별시 동작구 노량진로 148-3, (노량진동,외5필지 A호),서울특별시 동작구 노량진동  72번지 3호  외5필지 A호,,02  816 2120  ,20100618,,20100618,노량진제1동,,,,룸살롱,,,1,1,6,20100819,비대상,상수도전용,지하,1,1,,,,,,,3.62,49.67,,27.31,,4.40,,,,,,,3190000-102-2010-00001,,,,,,내국인,대한민국
3190000,102,2012,00001,유흥주점영업,20120622,천국노래바,서울특별시 동작구 노량진로 152, (노량진동, 지하1층),서울특별시 동작구 노량진동  70번지 15호  지하1층,,  02 8152747  ,20120622,,20120622,노량진제1동,20170626,자진폐업,영업부진 및 건강이유,룸살롱,,,,,,,비대상,,지하,,,,,,,,,4.40,51.02,,37.19,,9.00,,,,,,,3190000-102-2012-00001,,,,,,내국인,대한민국
3190000,102,2018,00001,유흥주점영업,20180629,고래,서울특별시 동작구 노량진로 125, 2층,3층 (노량진동),서울특별시 동작구 노량진동  60번지 29호  리바트가구,,010*******,20180629,,20180629,노량진제1동,,,,기타,2,3,,,,,비대상,,지상2층이상,,,,,,,,,5.00,64.00,,20.00,,,,,,,,,3190000-102-2018-00001,,,,,,내국인,대한민국
3190000,102,1989,01875,유흥주점영업,19890830,남행열차(7080),서울특별시 동작구 흑석로 124-1, 지하1층 (흑석동),서울특별시 동작구 흑석동  107번지  ,94.62,  02 8251142  ,20190531,,19960430,흑석동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,3.24,56.60,0.00,28.12,0.00,5.00,6.66,0.00,0.00,0.00,,,3190000-102-1989-01875,,,,,,내국인,대한민국
3190000,102,1989,01875,유흥주점영업,19890830,돈꽃,서울특별시 동작구 흑석로 124-1, 지하1층 (흑석동),서울특별시 동작구 흑석동  107번지  ,94.62,  02 8251142  ,20190531,,19960430,흑석동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,3.24,56.60,0.00,28.12,0.00,5.00,6.66,0.00,0.00,0.00,,,3190000-102-1989-01875,,,,,,내국인,대한민국
3190000,102,1989,01875,유흥주점영업,19890830,남행열차(7080),서울특별시 동작구 흑석로 124-1, 지하1층 (흑석동),서울특별시 동작구 흑석동  107번지  ,94.62,  02 8251142  ,20180307,,19960430,흑석동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,3.24,56.60,0.00,28.12,0.00,5.00,6.66,0.00,0.00,0.00,,,3190000-102-1989-01875,,,,,,내국인,대한민국
3190000,102,1989,01875,유흥주점영업,19890830,돈꽃,서울특별시 동작구 흑석로 124-1, 지하1층 (흑석동),서울특별시 동작구 흑석동  107번지  ,94.62,  02 8251142  ,20180307,,19960430,흑석동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,3.24,56.60,0.00,28.12,0.00,5.00,6.66,0.00,0.00,0.00,,,3190000-102-1989-01875,,,,,,내국인,대한민국
3190000,102,1989,01875,유흥주점영업,19890830,남행열차(7080),서울특별시 동작구 흑석로 124-1, 지하1층 (흑석동),서울특별시 동작구 흑석동  107번지  ,94.62,  02 8251142  ,20150423,,19960430,흑석동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,3.24,56.60,0.00,28.12,0.00,5.00,6.66,0.00,0.00,0.00,,,3190000-102-1989-01875,,,,,,내국인,대한민국
3190000,102,1989,01875,유흥주점영업,19890830,돈꽃,서울특별시 동작구 흑석로 124-1, 지하1층 (흑석동),서울특별시 동작구 흑석동  107번지  ,94.62,  02 8251142  ,20150423,,19960430,흑석동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,3.24,56.60,0.00,28.12,0.00,5.00,6.66,0.00,0.00,0.00,,,3190000-102-1989-01875,,,,,,내국인,대한민국
3190000,102,2000,07837,유흥주점영업,20000727,초콜릿,서울특별시 동작구 여의대방로24길 121, (대방동),서울특별시 동작구 대방동  407번지 25호  ,88.79,010*******,20160329,,20010705,대방동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,6.65,45.56,0.00,36.58,0.00,0.00,0.00,0.00,,,,,3190000-102-2000-07837,,,,,,내국인,대한민국
3190000,102,1994,01866,유흥주점영업,19940516,동작회관,서울특별시 동작구 보라매로 106, (신대방동),서울특별시 동작구 신대방동  347번지 13호  ,,  02 8213342  ,20020110,,19911216,신대방제2동,,,,스텐드바,0,0,1,1,3,20070330,비대상,상수도전용,지하,0,0,,,,,,,3.25,9.02,5.61,,2.21,7.20,4.80,105.97,,,,,3190000-102-1994-01866,,,,,,내국인,
3190000,102,1994,01879,유흥주점영업,19940718,쇼킹단란한주점,서울특별시 동작구 여의대방로22길 136, (신대방동),서울특별시 동작구 신대방동  349번지 3호  ,154.27,  02 8218787  ,19950207,,19940718,신대방제2동,,,,스텐드바,,,,,,,비대상,,지하,,,,,,,,,13.00,22.35,0.00,0.00,0.00,,2.20,116.72,0.00,0.00,,,3190000-102-1994-01879,,,,,,내국인,대한민국
3190000,102,1978,01868,유흥주점영업,19780526,수,서울특별시 동작구 시흥대로 646, 지하1층 (신대방동),서울특별시 동작구 신대방동  607번지 28호  ,98.00,010*******,19990129,,19780526,신대방제1동,,,,스텐드바,,,,,,,비대상,,지하,,,,,,,,,11.26,48.92,0.00,29.82,8.00,0.00,0.00,0.00,,,,,3190000-102-1978-01868,,,,,,내국인,대한민국
3190000,102,1994,01857,유흥주점영업,19940613,힐링,서울특별시 동작구 시흥대로 654, (신대방동),서울특별시 동작구 신대방동  607번지 26호  ,81.14,  02 8428542  ,20161013,,20010724,신대방제1동,,,,룸살롱,,,1,1,5,,비대상,상수도전용,지하,,,,,,,,,8.50,49.34,0.00,23.30,0.00,2.00,0.00,0.00,,,,,3190000-102-1994-01857,,,,,,내국인,대한민국
3190000,102,1994,01859,유흥주점영업,19940620,초콜릿,서울특별시 동작구 여의대방로24길 130, (신대방동),서울특별시 동작구 신대방동  355번지 8호  ,,  02 8121113  ,20111125,,20010705,신대방제1동,20170510,자진폐업,철거,룸살롱,0,0,1,1,3,,비대상,상수도전용,지하,1,4,,,,,,,8.25,,,8.00,,,,73.07,,,,,3190000-102-1994-01859,,,,,,내국인,대한민국
3190000,102,1988,01872,유흥주점영업,19880112,자우림비지니스크럽,    ,서울특별시 동작구 노량진동  307번지 15호  ,,  02 8123313  ,20080103,,20010806,노량진제2동,20110125,행정처분,행정처분,룸살롱,0,0,1,1,3,20040426,비대상,상수도전용,지하,1,3,,,,,,,6.48,,,,2.62,,,89.76,,,,,3190000-102-1988-01872,,,,,,내국인,대한민국
3190000,102,1994,01858,유흥주점영업,19940618,하와이비지니스룸크럽,    ,서울특별시 동작구 노량진동  231번지 75호  ,49.22,  02 8266985  ,20011127,,20010629,노량진제2동,20070817,자진폐업,몸이 안좋다,룸살롱,0,0,1,1,2,,비대상,상수도전용,지하,2,3,,,,,,,5.22,27.42,0.00,13.50,0.00,2.50,3.08,0.00,0.00,0.00,,,3190000-102-1994-01858,,,,,,내국인,
3190000,102,1999,07104,유흥주점영업,19990408,가고파캬바레,    ,서울특별시 동작구 노량진동  266번지 4호  ,,  02 8136870  ,19990408,,19990408,노량진제2동,19991011,자진폐업,,카바레,,,,,,,비대상,상수도전용,,,,,,,,,,3.68,,144.44,7.28,,,,24.20,0.00,0.00,,,3190000-102-1999-07104,,,,,,내국인,
3190000,102,1999,07110,유흥주점영업,19990413,정성카바레,    ,서울특별시 동작구 노량진동  29번지 6호  ,84.15,  02 8174604  ,19990413,,19990413,노량진제2동,19990918,자진폐업,,카바레,,,,,,,비대상,상수도전용,,1,1,,,,,,,6.16,0.00,51.93,4.86,0.00,2.50,6.24,14.96,0.00,0.00,,,3190000-102-1999-07110,,,,,,내국인,
3190000,102,1999,07419,유흥주점영업,19991026,황진이,    ,서울특별시 동작구 노량진동  35번지 1호  ,41.83,  02 8247884  ,20010526,,20010526,노량진제2동,20010302,행정처분,행정처분,카바레,,,,,,,비대상,상수도전용,,0,1,,,,,,,4.77,23.91,0.00,0.00,1.32,0.00,0.00,11.83,0.00,0.00,,,3190000-102-1999-07419,,,,,,내국인,
3190000,102,1999,07425,유흥주점영업,19991101,강변메들리,    ,서울특별시 동작구 노량진동  27번지 11호  ,117.00,  02 8270033  ,19991101,,19991101,노량진제2동,20090305,행정처분,행정처분,카바레,2,2,0,0,4,,비대상,상수도전용,지상,0,0,,,,,,,0.00,0.00,99.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,,,3190000-102-1999-07425,,,,,,내국인,
3190000,102,2000,07587,유흥주점영업,20000217,놀러와,    ,서울특별시 동작구 노량진동  41번지 9호  ,77.88,  0208127677  ,20080204,,20010604,노량진제2동,20081105,자진폐업,영업부진,룸살롱,2,2,0,0,4,,비대상,상수도전용,지상,0,0,,,,,,,7.77,0.00,0.00,19.51,0.00,0.00,0.00,50.60,0.00,0.00,,,3190000-102-2000-07587,,,,,,내국인,대한민국
3190000,102,2001,08246,유흥주점영업,20011019,여인천하,    ,서울특별시 동작구 노량진동  40번지 34호  ,,000208246777  ,20020812,,20011019,노량진제2동,20030612,자진폐업,계약만료,룸살롱,2,2,0,0,,,비대상,상수도전용,지상,0,0,,,,,,,3.12,33.33,,,4.81,,,15.69,0.00,0.00,,,3190000-102-2001-08246,,,,,,내국인,
3190000,102,2001,08247,유흥주점영업,20011107,강변,    ,서울특별시 동작구 노량진동  31번지 15호  ,93.09,     8233939  ,20011107,,20011107,노량진제2동,20061101,자진폐업,영업부진,룸살롱,6,6,0,0,9,20040426,비대상,상수도전용,지상,0,0,,,,,,,3.78,66.47,0.00,22.84,0.00,4.50,0.00,0.00,0.00,0.00,,,3190000-102-2001-08247,,,,,,내국인,
3190000,102,2002,00001,유흥주점영업,20020306,폭스(FOX),    ,서울특별시 동작구 노량진동  34번지 2호  ,,010*******,20080519,,20020306,노량진제2동,20101217,자진폐업,재개발,룸살롱,0,0,1,1,4,20080627,비대상,상수도전용,지하,0,0,,,,,,,4.59,52.60,,35.53,3.80,,,,,,,,3190000-102-2002-00001,,,,,,내국인,대한민국
3190000,102,1971,01899,유흥주점영업,19711222,자이안트,    ,서울특별시 동작구 노량진동  45번지 31호  ,116.01,  0208134720  ,19981219,,19711222,노량진제1동,19920810,행정처분,,스텐드바,,,,,,,비대상,상수도전용,,3,2,,,,,,,12.13,0.00,0.00,0.00,0.00,3.00,9.18,94.70,0.00,0.00,,,3190000-102-1971-01899,,,,,,내국인,
3190000,102,1973,01900,유흥주점영업,19731216,보리수,    ,서울특별시 동작구 노량진동  312번지 6호  ,94.20,  0208139206  ,19981219,,19731216,노량진제1동,19910524,행정처분,,스텐드바,,,,,,,비대상,상수도전용,,1,2,,,,,,,4.88,0.00,0.00,3.52,0.00,3.00,0.00,85.80,0.00,0.00,,,3190000-102-1973-01900,,,,,,내국인,
3190000,102,1975,01871,유흥주점영업,19750621,대우,    ,서울특별시 동작구 노량진동  60번지 15호  ,86.54,  0208122517  ,19960226,,19960226,노량진제1동,19960110,행정처분,,스텐드바,,,,,,,비대상,상수도전용,,2,1,,,,,,,4.11,0.00,0.00,0.00,0.00,2.50,12.15,70.28,0.00,0.00,,,3190000-102-1975-01871,,,,,,내국인,
3190000,102,1986,01878,유흥주점영업,19860804,뉴타운,    ,서울특별시 동작구 노량진동  60번지 20호  ,,  02 8152980  ,19960322,,19960322,노량진제1동,19990524,자진폐업,,룸살롱,,,,,,,비대상,상수도전용,,2,4,,,,,,,5.36,35.12,7.42,59.74,,8.20,,11.90,0.00,0.00,,,3190000-102-1986-01878,,,,,,내국인,
3190000,102,1987,01851,유흥주점영업,19870313,아바,    ,서울특별시 동작구 노량진동  198번지  ,59.39,  0208152873  ,19981219,,19870313,노량진제1동,19910524,행정처분,,룸살롱,,,,,,,비대상,상수도전용,,1,2,,,,,,,10.12,31.18,0.00,0.00,0.00,3.00,10.39,7.70,0.00,0.00,,,3190000-102-1987-01851,,,,,,내국인,
3190000,102,1999,07260,유흥주점영업,19990701,카리브,    ,서울특별시 동작구 노량진동  72번지 16호  ,146.97,  02 8128225  ,19990701,,19990701,노량진제1동,20000807,자진폐업,,룸살롱,,,,,,,비대상,상수도전용,,0,1,,,,,,,20.24,75.62,0.00,51.11,0.00,0.00,0.00,0.00,0.00,0.00,,,3190000-102-1999-07260,,,,,,내국인,
3190000,102,2000,07689,유흥주점영업,20000429,도우미노래주점,    ,서울특별시 동작구 노량진동  148번지 87호  ,63.60,  02 8162122  ,20020110,,20000429,노량진제1동,20050608,자진폐업,폐업,룸살롱,,,,,,20040426,비대상,,지하,,,,,,,,,17.20,26.04,0.00,20.36,0.00,0.00,0.00,0.00,0.00,0.00,,,3190000-102-2000-07689,,,,,,내국인,
3190000,102,2000,07818,유흥주점영업,20000715,쎈스크럽,    ,서울특별시 동작구 노량진동  141번지 0호  ,80.36,  02 8154859  ,20000715,,20000715,노량진제1동,20040709,행정처분,행정처분,룸살롱,0,0,1,1,4,,비대상,,지하,0,0,,,,,,,4.75,44.08,0.00,26.53,0.00,3.20,5.00,0.00,0.00,0.00,,,3190000-102-2000-07818,,,,,,내국인,
3190000,102,1991,01863,유흥주점영업,19911228,실내마차,    ,서울특별시 동작구 상도동  186번지 5호  ,109.03,  0208422030  ,19930714,,19930714,상도제2동,19940513,행정처분,,룸살롱,,,,,,,비대상,상수도전용,,2,4,,,,,,,4.06,0.00,0.00,3.59,0.00,2.50,3.92,97.46,0.00,0.00,,,3190000-102-1991-01863,,,,,,내국인,
3190000,102,1999,07371,유흥주점영업,19990618,상도카바레,    ,서울특별시 동작구 대방동  336번지 5호  ,,  02 8167700  ,19990618,,19990618,대방동,19991122,자진폐업,,카바레,,,,,,,비대상,상수도전용,,1,0,,,,,,,6.24,,,,,,,137.97,0.00,0.00,,,3190000-102-1999-07371,,,,,,내국인,
3190000,102,1994,01860,유흥주점영업,19940620,대명,    ,서울특별시 동작구 사당동  252번지 23호  ,,  0234766464  ,20010731,,20010731,사당제3동,20090218,행정처분,행정처분,룸살롱,0,0,1,1,3,20010720,비대상,상수도전용,지하,1,2,,,,,,,7.60,32.52,,,3.50,,9.47,30.77,,,,,3190000-102-1994-01860,,,,,,내국인,
3190000,102,1977,01898,유흥주점영업,19770324,없음,    ,서울특별시 동작구 사당동  135번지 1호  ,884.60,  0205339200  ,19981219,,19770324,사당제2동,19901010,행정처분,,관광호텔나이트(카바레),,,,,,,비대상,상수도전용,,3,2,,,,,,,25.63,412.38,280.63,91.55,5.00,0.00,27.29,42.12,0.00,0.00,,,3190000-102-1977-01898,,,,,,내국인,
3190000,102,1994,01867,유흥주점영업,19940528,대설,    ,서울특별시 동작구 사당동  135번지 3호  ,,  0205912189  ,19940528,,19940528,사당제2동,19991021,자진폐업,,스텐드바,,,,,,,비대상,상수도전용,,2,4,,,,,,,7.74,,0.00,,1.07,0.00,,126.79,0.00,0.00,,,3190000-102-1994-01867,,,,,,내국인,
3190000,102,2000,07601,유흥주점영업,20000304,보물섬,    ,서울특별시 동작구 사당동  135번지 8호  ,122.64,  0234825009  ,20051130,,20010521,사당제2동,20071228,자진폐업,폐업,룸살롱,,,,,,20051220,비대상,,지하,,,,,,,,,8.60,66.54,0.00,31.34,8.60,0.00,7.56,0.00,0.00,0.00,,,3190000-102-2000-07601,,,,,,내국인,
3190000,102,2000,07883,유흥주점영업,20000906,이수클럽,    ,서울특별시 동작구 사당동  144번지 18호  ,92.23,  0208443897  ,20070703,,20010507,사당제2동,20111114,자진폐업,영업부진,룸살롱,2,2,0,0,4,20080403,비대상,상수도전용,지상,0,0,,,,,,,8.16,52.94,0.00,20.93,10.20,0.00,0.00,0.00,0.00,0.00,,,3190000-102-2000-07883,,,,,,내국인,
3190000,102,2000,07970,유흥주점영업,20001110,노벨가요주점,    ,서울특별시 동작구 사당동  134번지 2호  ,81.34,  0234920405  ,20010628,,20010628,사당제2동,20040406,자진폐업,자진폐업(영업부진),룸살롱,0,0,1,1,0,20011026,비대상,상수도전용,지하,0,0,,,,,,,5.98,39.92,0.00,25.82,4.42,0.00,5.20,0.00,0.00,0.00,,,3190000-102-2000-07970,,,,,,내국인,
3190000,102,2000,07983,유흥주점영업,20001122,이수유흥주점,    ,서울특별시 동작구 사당동  135번지 3호  ,64.42,  02 5366287  ,20001122,,20001122,사당제2동,20101227,행정처분,행정처분,룸살롱,3,3,0,0,6,,비대상,상수도전용,지상,0,0,,,,,,,5.90,38.37,0.00,18.83,1.32,0.00,0.00,0.00,0.00,0.00,,,3190000-102-2000-07983,,,,,,내국인,
3190000,102,2001,08244,유흥주점영업,20011008,맨하탄,    ,서울특별시 동작구 사당동  147번지 110호  ,,     5931349  ,20070102,,20011008,사당제2동,20090525,자진폐업,영업부진,룸살롱,0,0,1,1,0,20070330,비대상,상수도전용,지하,0,0,,,,,,,10.92,35.66,,34.04,3.75,,,,,,,,3190000-102-2001-08244,,,,,,내국인,
3190000,102,2008,00001,유흥주점영업,20080814,팝,    ,서울특별시 동작구 사당동  134번지 2호  ,,02  593 2985  ,20090707,,20080814,사당제2동,20100929,자진폐업,용도변경,룸살롱,1,1,,,5,20090821,비대상,상수도전용,지하,5,,,,,,,,10.30,66.32,,36.09,2.16,,10.09,,,,,,3190000-102-2008-00001,,,,,,내국인,대한민국
3190000,102,1984,01876,유흥주점영업,19840926,유토피아,    ,서울특별시 동작구 사당동  134번지 2호  ,97.35,  0205347551  ,19940317,,19840926,사당제1동,19890704,자진폐업,,스텐드바,,,,,,,비대상,상수도전용,,1,2,,,,,,,10.35,0.00,0.00,0.00,0.00,3.00,3.00,84.00,0.00,0.00,,,3190000-102-1984-01876,,,,,,내국인,
3190000,102,1988,01848,유흥주점영업,19881027,일번가 스텐드빠,    ,서울특별시 동작구 사당동  1007번지 50호  ,139.65,  02 5886400  ,20051006,,19990611,사당제1동,20070919,행정처분,행정처분,스텐드바,0,0,1,1,3,20051122,비대상,상수도전용,지하,2,6,,,,,,,10.11,0.00,0.00,0.00,0.00,0.00,0.00,129.54,0.00,0.00,,,3190000-102-1988-01848,,,,,,내국인,
3190000,102,1988,01880,유흥주점영업,19881010,헤라,    ,서울특별시 동작구 사당동  1031번지 36호  ,,  0205829869  ,20090616,,20010410,사당제1동,20110930,자진폐업,계약만료,룸살롱,,,,,,20090716,비대상,,지하,,,,,,,,,5.85,124.02,,45.64,3.75,2.40,13.00,,,,,,3190000-102-1988-01880,,,,,,내국인,대한민국
3190000,102,1989,01856,유흥주점영업,19890830,퇴근길(Ⅱ),    ,서울특별시 동작구 사당동  147번지 4호  ,,  0205215545  ,20060907,,20010920,사당제1동,20071031,자진폐업,재건축,룸살롱,0,0,1,1,3,20061027,비대상,상수도전용,지하,2,7,,,,,,,5.80,35.40,,20.41,2.60,,8.64,,,,,,3190000-102-1989-01856,,,,,,내국인,
3190000,102,1993,01849,유흥주점영업,19931102,보물섬,    ,서울특별시 동작구 사당동  1031번지 27호  ,97.29,  02 5821628  ,20050804,,19931102,사당제1동,20070604,자진폐업,영업부진,룸살롱,,,,,,20051018,비대상,,지하,,,,,,,,,7.08,83.04,0.00,0.00,5.01,0.00,2.16,0.00,0.00,0.00,,,3190000-102-1993-01849,,,,,,내국인,
3190000,102,1999,01852,유흥주점영업,19991030,신나는노래밤,    ,서울특별시 동작구 사당동  1042번지 19호  ,,  02 5976605  ,19980325,,19990721,사당제1동,20060426,자진폐업,영업부진,룸살롱,0,0,0,0,0,20040426,비대상,,지하,0,0,,,,,,,11.40,99.84,,26.82,,,,,,,,,3190000-102-1999-01852,,,,,,내국인,
3190000,102,1999,07315,유흥주점영업,19990816,아방궁,    ,서울특별시 동작구 사당동  147번지 28호  ,217.78,  02 5828087  ,20060315,,19990816,사당제1동,20090218,행정처분,행정처분,룸살롱,0,0,1,1,7,,비대상,상수도전용,지하,0,0,,,,,,,11.20,119.55,0.00,64.07,13.36,0.00,9.60,0.00,0.00,0.00,,,3190000-102-1999-07315,,,,,,내국인,
3190000,102,2000,07591,유흥주점영업,20000221,탈렌트,    ,서울특별시 동작구 사당동  1008번지 20호  ,96.48,  0234740834  ,20020530,,20010604,사당제1동,20030528,자진폐업,영업부진,룸살롱,,,,,,,비대상,상수도전용,,0,1,,,,,,,6.40,62.84,0.00,23.46,3.78,0.00,0.00,0.00,0.00,0.00,,,3190000-102-2000-07591,,,,,,내국인,
3190000,102,2000,07737,유흥주점영업,20000527,상궁,    ,서울특별시 동작구 사당동  1042번지 7호  ,82.61,  0234863368  ,20020918,,20000527,사당제1동,20030901,자진폐업,건물철거,스텐드바,,,,,,,비대상,상수도전용,,0,0,,,,,,,12.96,0.00,0.00,0.00,4.20,0.00,0.00,65.45,0.00,0.00,,,3190000-102-2000-07737,,,,,,내국인,
3190000,102,2000,07793,유흥주점영업,20000703,한강,    ,서울특별시 동작구 사당동  149번지 3호  ,84.04,  0234731245  ,20051124,,20010702,사당제1동,20090218,행정처분,행정처분,룸살롱,,,,,,20060119,비대상,,지하,,,,,,,,,5.50,43.12,0.00,29.37,6.05,0.00,0.00,0.00,0.00,0.00,,,3190000-102-2000-07793,,,,,,내국인,
3190000,102,2000,07833,유흥주점영업,20000626,화조조아,    ,서울특별시 동작구 사당동  1007번지 3호  ,,  02 5822637  ,20060407,,20000626,사당제1동,20110613,행정처분,행정처분,룸살롱,,,,,,20071012,비대상,,지상,,,,,,,,,4.35,,,,,2.00,,30.10,0.00,0.00,,,3190000-102-2000-07833,,,,,,내국인,
