시군구코드,업종코드,년도,업소일련번호,업종명,허가신고일,업소명,소재지도로명,소재지지번,영업장면적(㎡),소재지전화번호,영업자시작일,법인명,소재지시작일,행정동명,폐업일자,폐업구분,폐업사유,업태명,지상_부터,지상_까지,지하_부터,지하_까지,총층수,교육수료일자,모범음식점여부,급수시설,업소위치,종업원남,종업원여,급식소종류,평균급식인원수,최대급식인원수,1일급식인원수,일인당평균급식비,운영형태,영업장조리장면적(㎡),영업장객실면적(㎡),영업장무도장면적(㎡),영업장기타면적(㎡),업소내화장실면적(㎡),타업소공동화장실면적(㎡),영업장탈의실면적(㎡),영업장객석면적(㎡),작업장면적(㎡),검사실면적(㎡),진열(판매)대면적(㎡),창고(보관소)면적(㎡),허가(신고)번호,참고사항,조건부허가시작일,조건부허가종료일,조건부허가신고사유,신고조건,내외국인구분,국적
cgg_code,snt_cob_code,yy,upso_sno,snt_cob_nm,perm_nt_ymd,upso_nm,site_addr_rd,site_addr,trdp_area,upso_site_telno,bman_stdt,bup_nm,site_stdt,admdng_nm,dcb_ymd,dcb_gbn_nm,dcb_why,snt_uptae_nm,bdng_jisg_flr_num,bdng_jisg_flr_num2,bdng_under_flr_num,bdng_under_flr_num2,bdng_tot_flr_num,ed_fin_ymd,ge_eh_yn,grade_facil_gbn,site_loc_gbn,eip_man,eip_woman,ptsof_sort,ordtm_ptsof_avg,ordtm_ptsof_max,one_ptsof_stf,avg_food_amt,mng_gbn,trdp_area_jorijang,trdp_area_room,trdp_area_dance,trdp_area_etc,toil_area_upso,toil_etc_area_upso,trdp_area_dress_room,trdp_area_guest_seat,area_wrk,area_isp,trdp_disp_sil_ar,trdp_ware_depo_ar,perm_nt_no,rfn_item,cn_perm_stdt,cn_perm_enddt,cn_perm_nt_sayu,perm_nt_cn,kor_frgnr_gbn,ntn
3240000,102,2001,13094,유흥주점영업,20011215,부킹,서울특별시 강동구 진황도로 104, (길동),서울특별시 강동구 길동  458번지 0호  ,,  02 4723188  ,20170929,,20011215,길동,,,,룸살롱,2,2,,,,,비대상,,지상,,,,,,,,,,,,,,,,56.08,,,,,3240000-102-2001-13094,,,,,,내국인,대한민국
3240000,102,2001,13101,유흥주점영업,20011217,벌떼,서울특별시 강동구 진황도로 96, (길동),서울특별시 강동구 길동  449번지 1호  ,172.97,  02 4786915  ,20190705,,20020108,길동,,,,룸살롱,,,1,1,,,비대상,,,,,,,,,,,0.00,0.00,0.00,172.97,0.00,0.00,0.00,0.00,,,,,3240000-102-2001-13101,,,,,,내국인,대한민국
3240000,102,2001,13101,유흥주점영업,20011217,벌떼,서울특별시 강동구 진황도로 96, (길동),서울특별시 강동구 길동  449번지 1호  ,172.97,  02 4786915  ,20140723,,20020108,길동,,,,룸살롱,,,1,1,,,비대상,,,,,,,,,,,0.00,0.00,0.00,172.97,0.00,0.00,0.00,0.00,,,,,3240000-102-2001-13101,,,,,,내국인,대한민국
3240000,102,2001,13129,유흥주점영업,20010117,요지경세상,서울특별시 강동구 천호대로177길 34, (길동),서울특별시 강동구 길동  413번지 50호  ,,02  487 6947  ,20151116,,20010117,길동,,,,카바레,2,2,0,0,4,,비대상,,지상,0,0,,,,,,,16.44,117.52,,58.44,6.00,,,,,,,,3240000-102-2001-13129,,,,,,내국인,대한민국
3240000,102,2002,13541,유흥주점영업,20020607,앵두노래주점,서울특별시 강동구 양재대로111길 34, (길동),서울특별시 강동구 길동  387번지 12호  ,121.20,02  470 4353  ,20170726,,20020607,길동,,,,룸살롱,0,,1,,4,,비대상,,지하,0,0,,,,,,,5.28,89.90,0.00,0.46,2.28,0.00,0.00,23.28,0.00,0.00,,,3240000-102-2002-13541,,,,,식품위생법제22조5항,내국인,대한민국
3240000,102,2002,13545,유흥주점영업,20020724,하트,서울특별시 강동구 진황도로 94, (길동),서울특별시 강동구 길동  448번지 1호  ,135.37,              ,20170512,,20020724,길동,,,,룸살롱,2,2,,,,,비대상,,지상,,,,,,,,,6.99,80.96,0.00,3.36,6.73,0.00,0.00,37.33,0.00,0.00,,,3240000-102-2002-13545,,,,,,내국인,대한민국
3240000,102,2002,13550,유흥주점영업,20021101,대월,서울특별시 강동구 진황도로 98, (길동),서울특별시 강동구 길동  456번지 1호  ,357.53,              ,20120308,,20021101,길동,20151026,자진폐업,매도,룸살롱,2,,0,,3,,비대상,상수도전용,지상,0,0,,,,,,,22.83,230.00,0.00,0.00,19.85,0.00,13.42,71.43,0.00,0.00,,,3240000-102-2002-13550,,,,,,내국인,대한민국
3240000,102,2002,13551,유흥주점영업,20021104,궁전,서울특별시 강동구 천중로40길 77, (길동),서울특별시 강동구 길동  387번지 11호  ,145.40,  02 4704119  ,20151028,,20021104,길동,,,,룸살롱,0,,1,,8,,비대상,상수도전용,지하,0,0,,,,,,,11.00,82.20,0.00,0.00,0.00,0.00,0.00,52.20,0.00,0.00,,,3240000-102-2002-13551,,,,,,내국인,대한민국
3240000,102,2002,13553,유흥주점영업,20021218,야화7080,서울특별시 강동구 천호대로 1135, (길동,3층302호),서울특별시 강동구 길동  459번지 2호  3층302호,,011*******,20021218,,20021218,길동,,,,룸살롱,3,3,,,,,비대상,,지상,,,,,,,,,8.40,108.79,,26.82,8.40,,,24.95,,,,,3240000-102-2002-13553,,,,,,내국인,
3240000,102,2003,00001,유흥주점영업,20030213,하루주점,서울특별시 강동구 진황도로 93, (길동,2층),서울특별시 강동구 길동  415번지 18호  2층,558.00,  02 4890070  ,20170920,,20030213,길동,,,,룸살롱,2,2,0,,14,,비대상,상수도전용,지상,0,0,,,,,,,25.10,212.20,0.00,0.00,8.00,0.00,0.00,312.70,0.00,0.00,,,3240000-102-2003-00001,,,,,,내국인,대한민국
3240000,102,2003,00002,유흥주점영업,20030407,이프 비지니스,서울특별시 강동구 양재대로109길 11, (길동),서울특별시 강동구 길동  413번지 42호  지하1층,,,20190515,,20030407,길동,,,,룸살롱,0,0,1,0,5,,비대상,상수도전용,지하,0,0,,,,,,,4.76,56.08,,41.76,,2.29,,,,,,,3240000-102-2003-00002,,,,,,내국인,대한민국
3240000,102,2003,00002,유흥주점영업,20030407,이프 비지니스,서울특별시 강동구 양재대로109길 11, (길동),서울특별시 강동구 길동  413번지 42호  지하1층,,,20171215,,20030407,길동,,,,룸살롱,0,0,1,0,5,,비대상,상수도전용,지하,0,0,,,,,,,4.76,56.08,,41.76,,2.29,,,,,,,3240000-102-2003-00002,,,,,,내국인,대한민국
3240000,102,2003,00003,유흥주점영업,20030422,VIP노래주점,서울특별시 강동구 진황도로 90, (길동),서울특별시 강동구 길동  446번지 2호  ,163.40,  02 4770888  ,20160310,,20030422,길동,,,,룸살롱,2,,0,,5,,비대상,상수도전용,지상,0,0,,,,,,,12.09,105.03,0.00,36.22,1.32,0.00,8.74,0.00,0.00,0.00,,,3240000-102-2003-00003,,,,,,내국인,대한민국
3240000,102,2003,00004,유흥주점영업,20030603,비너스,서울특별시 강동구 진황도로 104, (길동),서울특별시 강동구 길동  458번지  ,,,20061115,,20030603,길동,,,,룸살롱,2,2,0,0,0,,비대상,,지상,0,0,,,,,,,,,,,,,,97.02,,,,,3240000-102-2003-00004,,,,,,내국인,
3240000,102,2003,00005,유흥주점영업,20030616,님과함께,서울특별시 강동구 천호대로177길 48, (길동),서울특별시 강동구 길동  413번지 10호  ,66.48,018*******,20030616,,20030616,길동,,,,룸살롱,2,,0,,3,,비대상,상수도전용,지상,0,0,,,,,,,1.92,32.00,0.00,23.56,4.20,0.00,4.80,0.00,0.00,0.00,,,3240000-102-2003-00005,,,,,,내국인,대한민국
3240000,102,2003,00006,유흥주점영업,20030716,코리아,서울특별시 강동구 양재대로111길 8, (길동),서울특별시 강동구 길동  389번지 4호  ,77.22,  02 4731581  ,20110907,,20030716,길동,,,,룸살롱,2,,0,,3,,비대상,상수도전용,지상,0,0,,,,,,,1.68,46.94,0.00,23.77,0.00,0.00,4.83,0.00,0.00,0.00,,,3240000-102-2003-00006,,,,,,내국인,대한민국
3240000,102,2003,00009,유흥주점영업,20031223,보스,서울특별시 강동구 양재대로109길 22, (길동),서울특별시 강동구 길동  412번지 14호  ,98.31,  02 4703145  ,20170405,,20031223,길동,,,,룸살롱,,,1,1,,,비대상,,지하,,,,,,,,,1.60,62.04,0.00,27.92,6.75,0.00,0.00,0.00,0.00,0.00,,,3240000-102-2003-00009,,,,,,내국인,대한민국
3240000,102,2004,00002,유흥주점영업,20040109,로마,서울특별시 강동구 진황도로 90, (길동),서울특별시 강동구 길동  446번지 2호  ,171.12,  02 4726997  ,20101013,,20040109,길동,,,,룸살롱,0,0,1,1,4,,비대상,상수도전용,지하,1,2,,,,,,,5.18,109.95,0.00,52.49,3.50,0.00,0.00,0.00,0.00,0.00,,,3240000-102-2004-00002,,,,,,내국인,대한민국
3240000,102,2004,00003,유흥주점영업,20041109,아노래짱,서울특별시 강동구 천호대로177길 16, (길동,지하),서울특별시 강동구 길동  458번지 6호  지하,79.48,02  04790888  ,20170120,,20041109,길동,,,,룸살롱,0,0,1,1,0,,비대상,,지하,0,0,,,,,,,7.54,52.11,0.00,19.83,0.00,0.00,0.00,0.00,0.00,0.00,,,3240000-102-2004-00003,,,,,,내국인,대한민국
3240000,102,2004,00004,유흥주점영업,20041223,샤넬,서울특별시 강동구 천호대로177길 34, (길동),서울특별시 강동구 길동  413번지 50호  ,57.32,011*******,20180322,,20041223,길동,,,,룸살롱,1,1,0,0,3,,비대상,,지상,0,0,,,,,,,2.24,43.00,0.00,12.08,0.00,0.00,0.00,0.00,0.00,0.00,,,3240000-102-2004-00004,,,,,,내국인,대한민국
3240000,102,2004,00004,유흥주점영업,20041223,샤넬,서울특별시 강동구 천호대로177길 34, (길동),서울특별시 강동구 길동  413번지 50호  ,57.32,011*******,20121113,,20041223,길동,,,,룸살롱,1,1,0,0,3,,비대상,,지상,0,0,,,,,,,2.24,43.00,0.00,12.08,0.00,0.00,0.00,0.00,0.00,0.00,,,3240000-102-2004-00004,,,,,,내국인,대한민국
3240000,102,2005,00002,유흥주점영업,20051018,수,서울특별시 강동구 진황도로 96, (길동,(2층)),서울특별시 강동구 길동  449번지 1호  (2층),148.60,02  483 0008  ,20070417,,20051018,길동,,,,룸살롱,2,2,0,0,4,,비대상,상수도전용,지상,2,3,,,,,,,20.79,121.81,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,,,3240000-102-2005-00002,,,,,,내국인,
3240000,102,2005,00003,유흥주점영업,20051115,룰루랄라,서울특별시 강동구 천호대로175길 14, (길동),서울특별시 강동구 길동  456번지 4호  ,367.47,02  487 1554  ,20090715,,20051115,길동,20170322,자진폐업,건물철거,룸살롱,2,2,0,0,10,,비대상,,지상2층이상,5,0,,,,,,,19.00,330.47,0.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,,,3240000-102-2005-00003,,,,,,내국인,대한민국
3240000,102,2006,00006,유흥주점영업,20061116,첼로,서울특별시 강동구 천호대로175길 21, (길동,3층),서울특별시 강동구 길동  450번지  3층,147.35,              ,20190424,,20061116,길동,,,,룸살롱,3,3,0,0,0,,비대상,,지상2층이상,0,0,,,,,,,7.00,79.38,0.00,54.97,6.00,0.00,0.00,0.00,0.00,0.00,,,3240000-102-2006-00006,,,,,,내국인,대한민국
3240000,102,2006,00006,유흥주점영업,20061116,첼로,서울특별시 강동구 천호대로175길 21, (길동,3층),서울특별시 강동구 길동  450번지  3층,147.35,              ,20111108,,20061116,길동,,,,룸살롱,3,3,0,0,0,,비대상,,지상2층이상,0,0,,,,,,,7.00,79.38,0.00,54.97,6.00,0.00,0.00,0.00,0.00,0.00,,,3240000-102-2006-00006,,,,,,내국인,대한민국
3240000,102,2006,00009,유흥주점영업,20061201,항아리,서울특별시 강동구 진황도로 110, (길동,2층),서울특별시 강동구 길동  458번지 3호  2층,143.36,              ,20061201,,20061201,길동,,,,룸살롱,2,2,0,0,0,,비대상,,지상,0,0,,,,,,,7.98,70.57,0.00,58.81,6.00,0.00,0.00,0.00,0.00,0.00,,,3240000-102-2006-00009,,,,,,내국인,대한민국
3240000,102,2006,00010,유흥주점영업,20061220,앤비시노래장주점,서울특별시 강동구 천호대로 1121, (길동),서울특별시 강동구 길동  454번지 1호  ,177.22,              ,20131231,,20061220,길동,,,,룸살롱,0,0,1,1,0,,비대상,,지하,0,0,,,,,,,9.84,123.11,0.00,37.27,7.00,0.00,0.00,0.00,0.00,0.00,,,3240000-102-2006-00010,,,,,,내국인,대한민국
3240000,102,2006,00011,유흥주점영업,20061222,꿀단지,서울특별시 강동구 천호대로177길 34, (길동,지하1층),서울특별시 강동구 길동  413번지 50호  지하1층,292.10,              ,20151210,,20061222,길동,,,,룸살롱,0,0,1,1,0,,비대상,,지하,0,0,,,,,,,14.96,167.66,0.00,102.49,6.99,0.00,0.00,0.00,0.00,0.00,,,3240000-102-2006-00011,,,,,,내국인,대한민국
3240000,102,2007,00005,유흥주점영업,20070709,전국주점,서울특별시 강동구 진황도로 110, (길동,2층),서울특별시 강동구 길동  458번지 3호  2층,,,20070711,,20070711,길동,,,,룸살롱,2,2,,,,,비대상,,지상2층이상,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,94.62,,,,,3240000-102-2007-00005,,,,,,내국인,대한민국
3240000,102,2007,00008,유흥주점영업,20070723,써니써니,서울특별시 강동구 천호대로 1131, (길동,2층),서울특별시 강동구 길동  457번지 4호  2층,90.00,02  484 5034  ,20130715,,20070723,길동,20180322,자진폐업,이유없음,룸살롱,2,2,,,5,,비대상,상수도전용,지상,,,,,,,,,1.44,47.64,0.00,35.07,5.85,0.00,0.00,0.00,,,,,3240000-102-2007-00008,,,,,,내국인,대한민국
3240000,102,2008,00001,유흥주점영업,20080115,코리아,서울특별시 강동구 천호대로 1131, (길동),서울특별시 강동구 길동  457번지 4호  ,,02  474 2526  ,20100113,,20080115,길동,20180817,자진폐업,재건축,룸살롱,,,1,1,,,비대상,상수도전용,지하,,,,,,,,,9.62,67.51,,11.79,4.00,,,,,,,,3240000-102-2008-00001,,,,,,내국인,대한민국
3240000,102,2008,00003,유흥주점영업,20080304,뉴비바,서울특별시 강동구 천호대로175길 55, (길동,2층),서울특별시 강동구 길동  415번지 7호  2층,,02  485 4948  ,20180403,,20080304,길동,,,,룸살롱,2,2,,,,,비대상,,지상2층이상,,,,,,,,,0.64,38.69,,,,8.64,,33.67,,,,,3240000-102-2008-00003,,,,,,내국인,대한민국
3240000,102,2008,00003,유흥주점영업,20080304,뉴비바,서울특별시 강동구 천호대로175길 55, (길동,2층),서울특별시 강동구 길동  415번지 7호  2층,,02  485 4948  ,20171128,,20080304,길동,,,,룸살롱,2,2,,,,,비대상,,지상2층이상,,,,,,,,,0.64,38.69,,,,8.64,,33.67,,,,,3240000-102-2008-00003,,,,,,내국인,대한민국
3240000,102,2008,00005,유흥주점영업,20080423,무조건,서울특별시 강동구 천호대로177길 41, (길동,지하1층),서울특별시 강동구 길동  414번지 9호  지하1층,,010*******,20180514,,20080423,길동,20190426,자진폐업,,룸살롱,,,1,1,,,비대상,,지하,,,,,,,,,9.80,52.94,,3.00,4.38,,6.90,99.94,,,,,3240000-102-2008-00005,,,,,,내국인,대한민국
3240000,102,2008,00005,유흥주점영업,20080423,무조건,서울특별시 강동구 천호대로177길 41, (길동,지하1층),서울특별시 강동구 길동  414번지 9호  지하1층,,010*******,20161209,,20080423,길동,20190426,자진폐업,,룸살롱,,,1,1,,,비대상,,지하,,,,,,,,,9.80,52.94,,3.00,4.38,,6.90,99.94,,,,,3240000-102-2008-00005,,,,,,내국인,대한민국
3240000,102,2008,00007,유흥주점영업,20080605,호노래주점,서울특별시 강동구 천호대로177길 41, (길동,(2층)),서울특별시 강동구 길동  414번지 9호  (2층),, 489220       ,20150217,,20080605,길동,20181112,자진폐업,재건축,룸살롱,2,2,,,4,,비대상,상수도전용,지상2층이상,0,0,,,,,,,11.72,89.37,,5.74,3.49,,,33.42,,,,,3240000-102-2008-00007,,,,,,내국인,대한민국
3240000,102,2008,00008,유흥주점영업,20080612,박하사탕,서울특별시 강동구 천호대로177길 16, (길동,2층 201호),서울특별시 강동구 길동  458번지 2호  2층 201호,,02  487 6975  ,20181025,,20080612,길동,,,,룸살롱,2,2,,,2,,비대상,상수도전용,지상,,,,,,,,,5.85,53.08,,37.18,1.96,37.18,,,,,,,3240000-102-2008-00008,,,,,,내국인,대한민국
3240000,102,2008,00008,유흥주점영업,20080612,박하사탕,서울특별시 강동구 천호대로177길 16, (길동,2층 201호),서울특별시 강동구 길동  458번지 2호  2층 201호,,02  487 6975  ,20150302,,20080612,길동,,,,룸살롱,2,2,,,2,,비대상,상수도전용,지상,,,,,,,,,5.85,53.08,,37.18,1.96,37.18,,,,,,,3240000-102-2008-00008,,,,,,내국인,대한민국
3240000,102,2008,00009,유흥주점영업,20081002,허니노래주점,서울특별시 강동구 천호대로177길 48, (길동,지하1층),서울특별시 강동구 길동  413번지 10호  지하1층,,,20180510,,20081002,길동,,,,룸살롱,,,1,1,,,비대상,,지하,,,,,,,,,2.10,37.88,,18.52,1.18,,6.55,,,,,,3240000-102-2008-00009,,,,,,내국인,대한민국
3240000,102,2008,00009,유흥주점영업,20081002,허니노래주점,서울특별시 강동구 천호대로177길 48, (길동,지하1층),서울특별시 강동구 길동  413번지 10호  지하1층,,,20170929,,20081002,길동,,,,룸살롱,,,1,1,,,비대상,,지하,,,,,,,,,2.10,37.88,,18.52,1.18,,6.55,,,,,,3240000-102-2008-00009,,,,,,내국인,대한민국
3240000,102,2009,00001,유흥주점영업,20090121,준코뮤직타운,서울특별시 강동구 천호대로 1135, (길동,중부빌딩 3층 301호),서울특별시 강동구 길동  459번지 2호  중부빌딩 3층 301호,,02  470 0442  ,20141210,,20090121,길동,,,,간이주점,3,3,,,8,,비대상,상수도전용,,,,,,,,,,30.25,189.56,,4.05,,30.00,,65.13,,,,,3240000-102-2009-00001,,,,,,내국인,대한민국
3240000,102,2009,00002,유흥주점영업,20090407,에쿠스,서울특별시 강동구 양재대로111길 28, (길동),서울특별시 강동구 길동  387번지 7호  ,,02  471 7044  ,20180418,,20090407,길동,,,,룸살롱,1,1,,,,,비대상,,지상,,,,,,,,,1.50,65.38,,15.96,13.49,,,,,,,,3240000-102-2009-00002,,,,,,내국인,대한민국
3240000,102,2009,00002,유흥주점영업,20090407,에쿠스,서울특별시 강동구 양재대로111길 28, (길동),서울특별시 강동구 길동  387번지 7호  ,,02  471 7044  ,20180316,,20090407,길동,,,,룸살롱,1,1,,,,,비대상,,지상,,,,,,,,,1.50,65.38,,15.96,13.49,,,,,,,,3240000-102-2009-00002,,,,,,내국인,대한민국
3240000,102,2009,00002,유흥주점영업,20090407,에쿠스,서울특별시 강동구 양재대로111길 28, (길동),서울특별시 강동구 길동  387번지 7호  ,,02  471 7044  ,20120307,,20090407,길동,,,,룸살롱,1,1,,,,,비대상,,지상,,,,,,,,,1.50,65.38,,15.96,13.49,,,,,,,,3240000-102-2009-00002,,,,,,내국인,대한민국
3240000,102,2009,00003,유흥주점영업,20090610,잠자리노래주점,서울특별시 강동구 양재대로 1457, (길동),서울특별시 강동구 길동  412번지 12호  ,,02  471 3303  ,20090610,,20090610,길동,20150630,자진폐업,사업부진,룸살롱,,,1,,,,비대상,상수도전용,지하,,,,,,,,,36.30,342.40,,225.60,45.00,,41.60,,,,,,3240000-102-2009-00003,,,,,,내국인,대한민국
3240000,102,2009,00004,유흥주점영업,20090625,아프리카,서울특별시 강동구 천호대로 1135, (길동,(206-2호)),서울특별시 강동구 길동  459번지 2호  (206-2호),85.53,016*******,20180427,,20090625,길동,,,,룸살롱,2,2,,,,,비대상,,지상,,,,,,,,,0.00,0.00,0.00,85.53,0.00,0.00,0.00,0.00,,,,,3240000-102-2009-00004,,,,,,내국인,대한민국
3240000,102,2009,00004,유흥주점영업,20090625,신세계,서울특별시 강동구 천호대로 1135, (길동,(206-2호)),서울특별시 강동구 길동  459번지 2호  (206-2호),85.53,016*******,20180427,,20090625,길동,,,,룸살롱,2,2,,,,,비대상,,지상,,,,,,,,,0.00,0.00,0.00,85.53,0.00,0.00,0.00,0.00,,,,,3240000-102-2009-00004,,,,,,내국인,대한민국
3240000,102,2009,00004,유흥주점영업,20090625,아프리카,서울특별시 강동구 천호대로 1135, (길동,(206-2호)),서울특별시 강동구 길동  459번지 2호  (206-2호),85.53,016*******,20180305,,20090625,길동,,,,룸살롱,2,2,,,,,비대상,,지상,,,,,,,,,0.00,0.00,0.00,85.53,0.00,0.00,0.00,0.00,,,,,3240000-102-2009-00004,,,,,,내국인,대한민국
3240000,102,2009,00004,유흥주점영업,20090625,신세계,서울특별시 강동구 천호대로 1135, (길동,(206-2호)),서울특별시 강동구 길동  459번지 2호  (206-2호),85.53,016*******,20180305,,20090625,길동,,,,룸살롱,2,2,,,,,비대상,,지상,,,,,,,,,0.00,0.00,0.00,85.53,0.00,0.00,0.00,0.00,,,,,3240000-102-2009-00004,,,,,,내국인,대한민국
3240000,102,2009,00004,유흥주점영업,20090625,아프리카,서울특별시 강동구 천호대로 1135, (길동,(206-2호)),서울특별시 강동구 길동  459번지 2호  (206-2호),85.53,016*******,20150925,,20090625,길동,,,,룸살롱,2,2,,,,,비대상,,지상,,,,,,,,,0.00,0.00,0.00,85.53,0.00,0.00,0.00,0.00,,,,,3240000-102-2009-00004,,,,,,내국인,대한민국
3240000,102,2009,00004,유흥주점영업,20090625,신세계,서울특별시 강동구 천호대로 1135, (길동,(206-2호)),서울특별시 강동구 길동  459번지 2호  (206-2호),85.53,016*******,20150925,,20090625,길동,,,,룸살롱,2,2,,,,,비대상,,지상,,,,,,,,,0.00,0.00,0.00,85.53,0.00,0.00,0.00,0.00,,,,,3240000-102-2009-00004,,,,,,내국인,대한민국
3240000,102,2009,00005,유흥주점영업,20090625,물노래장,서울특별시 강동구 천호대로 1135, 206-1호 (길동,2층),서울특별시 강동구 길동  459번지 2호  2층-206-1,,02  484 9902  ,20170124,,20090625,길동,,,,룸살롱,2,2,,,6,,비대상,상수도전용,지상,1,1,,,,,,,4.50,35.89,,28.55,,30.00,,,,,,,3240000-102-2009-00005,,,,,,내국인,대한민국
3240000,102,2009,00009,유흥주점영업,20090910,미주,서울특별시 강동구 천호대로177길 51, (길동),서울특별시 강동구 길동  414번지 7호  ,,010*******,20140217,,20090910,길동,,,,룸살롱,,,1,1,5,,비대상,상수도전용,지하,,,,,,,,,8.80,47.30,,31.80,1.50,,4.80,,,,,,3240000-102-2009-00009,,,,,,내국인,대한민국
3240000,102,2009,00010,유흥주점영업,20091223,야화,서울특별시 강동구 천호대로 1135, (길동,(304호)),서울특별시 강동구 길동  459번지 2호  (304호),,011*******,20091223,,20091223,길동,,,,룸살롱,3,3,,,,,비대상,,지상,,,,,,,,,5.00,30.50,,13.11,,,,,,,,,3240000-102-2009-00010,,,,,,내국인,대한민국
3240000,102,2010,00001,유흥주점영업,20100106,놀이터,서울특별시 강동구 양재대로111길 39, 강동빌딩 2층 (길동),서울특별시 강동구 길동  415번지 6호  강동빌딩,,02  473 1162  ,20180510,,20100106,길동,,,,룸살롱,2,2,,,,,비대상,상수도전용,지상2층이상,,,,,,,,,2.10,45.40,,13.30,,2.80,,,,,,,3240000-102-2010-00001,,,,,,내국인,대한민국
3240000,102,2010,00001,유흥주점영업,20100106,놀이터,서울특별시 강동구 양재대로111길 39, 강동빌딩 2층 (길동),서울특별시 강동구 길동  415번지 6호  강동빌딩,,02  473 1162  ,20131203,,20100106,길동,,,,룸살롱,2,2,,,,,비대상,상수도전용,지상2층이상,,,,,,,,,2.10,45.40,,13.30,,2.80,,,,,,,3240000-102-2010-00001,,,,,,내국인,대한민국
3240000,102,2010,00002,유흥주점영업,20100107,노라조,서울특별시 강동구 양재대로111길 39, 강동빌딩 (길동),서울특별시 강동구 길동  415번지 6호  강동빌딩,84.08,02  473 1198  ,20131203,,20100107,길동,,,,룸살롱,3,3,,,3,,비대상,상수도전용,지상,,,,,,,,,5.95,47.15,0.00,30.98,0.00,1.00,0.00,0.00,,,,,3240000-102-2010-00002,,,,,,내국인,대한민국
3240000,102,2010,00003,유흥주점영업,20100315,드라마,서울특별시 강동구 양재대로111길 34, (길동,2층),서울특별시 강동구 길동  387번지 12호  2층,,02  473 1162  ,20180427,,20100315,길동,,,,룸살롱,2,2,,,2,,비대상,상수도전용,지상,,,,,,,,,2.10,76.82,,6.00,2.80,,,,,,,,3240000-102-2010-00003,,,,,,내국인,대한민국
3240000,102,2010,00003,유흥주점영업,20100315,드라마,서울특별시 강동구 양재대로111길 34, (길동,2층),서울특별시 강동구 길동  387번지 12호  2층,,02  473 1162  ,20120209,,20100315,길동,,,,룸살롱,2,2,,,2,,비대상,상수도전용,지상,,,,,,,,,2.10,76.82,,6.00,2.80,,,,,,,,3240000-102-2010-00003,,,,,,내국인,대한민국
3240000,102,2010,00006,유흥주점영업,20100426,친구,서울특별시 강동구 천호대로177길 10, (길동),서울특별시 강동구 길동  459번지  ,92.90,02  482 5015  ,20140124,,20100426,길동,,,,룸살롱,1,1,,,,,비대상,상수도전용,지상,1,2,,,,,,,8.00,48.70,0.00,34.10,2.10,0.00,0.00,0.00,,,,,3240000-102-2010-00006,,,,,,내국인,대한민국
3240000,102,2010,00008,유흥주점영업,20100826,뉴히딩크,서울특별시 강동구 천호대로175길 55, (길동),서울특별시 강동구 길동  415번지 7호  ,,02   4847084  ,20151012,,20100826,길동,,,,룸살롱,,,1,1,3,,비대상,상수도전용,지하,2,4,,,,,,,9.60,45.00,,32.88,3.48,,,,,,,,3240000-102-2010-00008,,,,,,내국인,대한민국
3240000,102,2010,00009,유흥주점영업,20100902,은성,서울특별시 강동구 천중로40길 78, (길동),서울특별시 강동구 길동  386번지 8호  ,,010*******,20100902,,20100902,길동,,,,룸살롱,,,1,1,7,,비대상,,지하,1,2,,,,,,,2.00,29.64,,11.16,1.20,,,,,,,,3240000-102-2010-00009,,,,,,내국인,대한민국
3240000,102,2010,00010,유흥주점영업,20100910,첼로Ⅱ,서울특별시 강동구 천호대로175길 21, (길동,지하1층),서울특별시 강동구 길동  450번지  지하1층,,010*******,20131125,,20100910,길동,,,,룸살롱,,,1,1,,,비대상,상수도전용,지하,2,3,,,,,,,1.50,26.90,,30.44,3.00,,,,,,,,3240000-102-2010-00010,,,,,,내국인,대한민국
3240000,102,2011,00002,유흥주점영업,20110303,신바람,서울특별시 강동구 천호대로177길 10, (길동),서울특별시 강동구 길동  459번지  ,,02  474 5051  ,20161018,,20110303,길동,,,,룸살롱,2,2,,,4,,비대상,상수도전용,지상,1,1,,,,,,,20.00,152.00,,32.39,13.00,,,,,,,,3240000-102-2011-00002,,,,,,내국인,대한민국
3240000,102,2011,00003,유흥주점영업,20110303,앵콜노래주점,서울특별시 강동구 진황도로 103, (길동,지하),서울특별시 강동구 길동  413번지 13호  지하,,,20161115,,20110303,길동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,5.25,53.97,,19.14,3.00,,,,,,,,3240000-102-2011-00003,,,,,,내국인,대한민국
3240000,102,2011,00005,유흥주점영업,20110303,체르니,서울특별시 강동구 진황도로 103, (길동),서울특별시 강동구 길동  413번지 13호  ,,02   4743384  ,20170816,,20110303,길동,,,,룸살롱,2,2,,,,,비대상,,지상,,,,,,,,,5.37,50.74,,4.89,1.05,,,26.04,,,,,3240000-102-2011-00005,,,,,,내국인,대한민국
3240000,102,2011,00006,유흥주점영업,20110303,굿데이,서울특별시 강동구 진황도로 110, (길동),서울특별시 강동구 길동  458번지 3호  ,98.40,02   4878722  ,20110303,,20110303,길동,,,,룸살롱,,,,,,,비대상,,지상,,,,,,,,,0.00,0.00,0.00,98.40,0.00,0.00,0.00,0.00,,,,,3240000-102-2011-00006,,,,,,내국인,대한민국
